Timestamp,Sex,University,collage,Hour_fees,Grade,Year,Absence,teacher_interest,external_sources,Friends,Friends_Absence,Teams,University_Activities,Family_Issues
11/8/2023 13:48,M,HU,Nursing,(10 - 40) JD,A,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:48,F,HU,Literature,(10 - 40) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes
11/8/2023 13:48,F,HU,Educational Sciences,(10 - 40) JD,C,2,No,Yes,No,Yes,No,No,Yes,No
11/8/2023 13:48,F,HU,Educational Sciences,(10 - 40) JD,C,4,No,Yes,No,Yes,No,No,No,No
11/8/2023 13:51,F,HU,Information Technology,(45 - 80) JD,B,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No
11/8/2023 13:52,F,HU,Allied Medical Sciences,(10 - 40) JD,A,1,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:53,F,PSUT,Engineering,(80+) JD,D,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:53,M,PSUT,Information Technology,(80+) JD,B,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No
11/8/2023 13:53,F,BAUM,Information Technology,(45 - 80) JD,B,1,Yes,Yes,No,No,No,No,No,No
11/8/2023 13:54,M,HU,Business,(10 - 40) JD,C,3,Yes,No,No,No,No,No,No,No
11/8/2023 13:55,M,PSUT,Engineering,(80+) JD,C,3,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 13:56,M,PSUT,Engineering,(80+) JD,A,3,Yes,Yes,No,No,No,Yes,No,No
11/8/2023 13:56,F,HU,Business,(10 - 40) JD,B,2,Yes,Yes,No,No,No,Yes,Yes,No
11/8/2023 13:56,F,BAUM,Rights,(10 - 40) JD,B,3,No,Yes,No,No,No,No,No,No
11/8/2023 13:57,F,HU,Allied Medical Sciences,(10 - 40) JD,A,1,No,Yes,Yes,No,No,No,No,Yes
11/8/2023 13:58,F,JU,Foreign Languages,(45 - 80) JD,B,3,Yes,Yes,No,No,Yes,Yes,No,No
11/8/2023 13:58,F,BAUM,Engineering,(45 - 80) JD,B,3,No,Yes,No,No,No,No,No,No
11/8/2023 14:00,F,HU,Information Technology,(45 - 80) JD,B,3,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 14:00,M,HU,Business,(10 - 40) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 14:01,M,HU,Nursing,(10 - 40) JD,A,3,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 14:01,F,BAUM,Engineering,(45 - 80) JD,C,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:01,F,HU,Business,(45 - 80) JD,C,3,Yes,Yes,No,Yes,Yes,Yes,No,No
11/8/2023 14:02,F,HU,Information Technology,(45 - 80) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 14:02,M,HU,Information Technology,(45 - 80) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:02,M,HU,Nursing,(10 - 40) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:03,F,HU,Literature,(45 - 80) JD,B,3,No,No,No,No,Yes,No,No,No
11/8/2023 14:03,M,HU,Nursing,(10 - 40) JD,A,3,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:03,F,HU,Information Technology,(45 - 80) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 14:04,M,HU,Nursing,(45 - 80) JD,A,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:04,F,HU,Business,(45 - 80) JD,B,4,No,Yes,No,No,No,No,No,No
11/8/2023 14:04,F,HU,Science,(10 - 40) JD,C,4,No,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:05,F,HU,Literature,(10 - 40) JD,B,2,Yes,Yes,No,Yes,No,No,Yes,Yes
11/8/2023 14:05,M,HU,Nursing,(10 - 40) JD,B,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
11/8/2023 14:06,M,HU,Nursing,(10 - 40) JD,C,3,Yes,Yes,Yes,Yes,No,Yes,No,No
11/8/2023 14:06,F,BAUM,Literature,(10 - 40) JD,B,3,Yes,Yes,No,No,No,No,No,No
11/8/2023 14:06,M,HU,Nursing,(10 - 40) JD,B,2,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 14:06,F,HU,Science,(10 - 40) JD,D,2,Yes,No,No,No,No,No,No,Yes
11/8/2023 14:06,M,HU,Nursing,(45 - 80) JD,A,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No
11/8/2023 14:07,M,HU,Nursing,(10 - 40) JD,B,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No
11/8/2023 14:07,F,HU,Business,(10 - 40) JD,C,2,No,No,No,Yes,Yes,No,No,No
11/8/2023 14:07,F,HU,Business,(45 - 80) JD,D,3,Yes,Yes,Yes,Yes,No,No,Yes,No
11/8/2023 14:07,F,HU,Information Technology,(45 - 80) JD,B,3,No,No,Yes,No,Yes,No,Yes,No
11/8/2023 14:07,F,HU,Information Technology,(45 - 80) JD,D,3,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:07,M,HU,Nursing,(45 - 80) JD,B,3,No,Yes,No,Yes,No,No,No,No
11/8/2023 14:08,F,HU,Educational Sciences,(10 - 40) JD,A,4,No,No,Yes,No,Yes,No,Yes,No
11/8/2023 14:08,F,HU,Engineering,(45 - 80) JD,B,5,Yes,No,Yes,Yes,Yes,No,No,No
11/8/2023 14:08,F,HU,Allied Medical Sciences,(10 - 40) JD,A,1,No,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:08,F,AAB,Business,(10 - 40) JD,A,1,No,Yes,No,No,No,No,No,No
11/8/2023 14:08,M,HU,Literature,(10 - 40) JD,B,3,No,No,No,Yes,Yes,No,No,No
11/8/2023 14:08,F,HU,Literature,(10 - 40) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 14:09,M,BAUM,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 14:10,F,HU,Business,(10 - 40) JD,B,4,No,Yes,No,No,No,No,No,No
11/8/2023 14:10,F,BAUM,Information Technology,(45 - 80) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:10,F,HU,Business,(10 - 40) JD,A,1,No,Yes,No,No,Yes,No,Yes,No
11/8/2023 14:11,F,HU,Information Technology,(45 - 80) JD,C,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes
11/8/2023 14:11,F,HU,Engineering,(45 - 80) JD,A,1,No,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:12,F,HU,Information Technology,(10 - 40) JD,A,3,Yes,No,Yes,Yes,No,Yes,No,No
11/8/2023 14:13,M,HU,Information Technology,(45 - 80) JD,B,2,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:14,F,HU,Information Technology,(45 - 80) JD,C,3,No,No,Yes,Yes,Yes,Yes,Yes,No
11/8/2023 14:14,F,HU,Information Technology,(45 - 80) JD,A,3,No,No,Yes,No,Yes,Yes,Yes,Yes
11/8/2023 14:15,M,HU,Engineering,(10 - 40) JD,B,1,No,No,No,No,No,No,No,No
11/8/2023 14:15,M,HU,Nursing,(45 - 80) JD,B,3,No,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:16,F,HU,Business,(10 - 40) JD,C,4,No,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:16,F,HU,Information Technology,(45 - 80) JD,C,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 14:17,M,PSUT,Engineering,(80+) JD,B,3,Yes,Yes,No,No,No,No,No,No
11/8/2023 14:17,F,HU,Literature,(10 - 40) JD,B,1,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 14:17,M,HU,Nursing,(45 - 80) JD,A,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:19,F,JU,Medicine,(80+) JD,B,4,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:19,F,HU,Literature,(10 - 40) JD,B,3,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 14:20,M,HU,Literature,(45 - 80) JD,B,3,No,No,No,No,No,No,No,No
11/8/2023 14:20,F,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:21,F,HU,Engineering,(10 - 40) JD,B,2,Yes,No,No,No,Yes,No,No,Yes
11/8/2023 14:21,F,HU,Information Technology,(45 - 80) JD,B,1,No,No,No,No,Yes,No,No,No
11/8/2023 14:22,F,HU,Information Technology,(45 - 80) JD,C,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes
11/8/2023 14:22,M,PSUT,Information Technology,(80+) JD,D,5,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 14:22,F,HU,Nursing,(10 - 40) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 14:22,F,HU,Educational Sciences,(10 - 40) JD,C,4,No,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 14:23,F,AAB,Business,(10 - 40) JD,B,2,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 14:23,M,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,No,Yes,No,Yes,No
11/8/2023 14:23,F,HU,Business,(10 - 40) JD,B,1,No,Yes,No,Yes,No,No,Yes,No
11/8/2023 14:24,F,HU,Nursing,(10 - 40) JD,A,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 14:24,M,HU,Engineering,(10 - 40) JD,B,1,No,No,Yes,No,Yes,No,No,No
11/8/2023 14:24,F,HU,Business,(10 - 40) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 14:24,F,HU,Business,(10 - 40) JD,B,1,No,No,No,No,Yes,No,No,No
11/8/2023 14:24,M,AAB,Literature,(10 - 40) JD,A,1,No,No,No,No,Yes,No,No,Yes
11/8/2023 14:24,F,HU,Engineering,(10 - 40) JD,A,1,Yes,Yes,Yes,No,No,No,No,Yes
11/8/2023 14:25,F,HU,Engineering,(80+) JD,C,2,Yes,Yes,Yes,No,Yes,No,No,Yes
11/8/2023 14:26,F,HU,Engineering,(10 - 40) JD,C,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:26,F,ZUJ,Science,(45 - 80) JD,C,1,No,Yes,No,No,No,No,No,No
11/8/2023 14:26,F,HU,Business,(10 - 40) JD,B,3,No,Yes,No,No,No,No,No,No
11/8/2023 14:27,F,HU,Science,(10 - 40) JD,A,1,No,No,No,No,Yes,No,No,No
11/8/2023 14:27,M,AAB,Business,(10 - 40) JD,D,3,No,No,No,Yes,Yes,No,No,No
11/8/2023 14:27,M,PSUT,Information Technology,(80+) JD,C,4,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:28,F,HU,Allied Medical Sciences,(10 - 40) JD,A,1,No,No,No,No,No,Yes,No,Yes
11/8/2023 14:28,F,BAUM,Information Technology,(45 - 80) JD,B,2,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:28,F,HU,Literature,(10 - 40) JD,A,1,No,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:29,M,HU,Information Technology,(45 - 80) JD,C,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
11/8/2023 14:29,F,HU,Business,(10 - 40) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:30,M,HU,Information Technology,(45 - 80) JD,B,3,Yes,No,Yes,Yes,No,No,No,No
11/8/2023 14:31,F,HU,Science,(45 - 80) JD,C,2,No,Yes,No,No,No,No,No,No
11/8/2023 14:32,F,HU,Educational Sciences,(10 - 40) JD,C,4,No,No,No,No,Yes,No,No,No
11/8/2023 14:32,M,HU,Nursing,(45 - 80) JD,B,3,No,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:33,M,HU,Information Technology,(45 - 80) JD,A,2,Yes,Yes,Yes,Yes,No,Yes,No,No
11/8/2023 14:33,M,HU,Business,(80+) JD,B,3,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 14:34,F,HU,Science,(10 - 40) JD,A,2,Yes,No,Yes,Yes,Yes,No,No,No
11/8/2023 14:34,M,AAB,Engineering,(10 - 40) JD,B,2,No,No,No,No,No,No,No,No
11/8/2023 14:34,F,AAB,Sharia,(10 - 40) JD,C,2,No,Yes,No,Yes,Yes,No,No,Yes
11/8/2023 14:34,F,HU,Business,(45 - 80) JD,B,3,Yes,Yes,No,Yes,Yes,No,No,Yes
11/8/2023 14:35,F,HU,Business,(45 - 80) JD,C,3,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 14:35,M,HU,Information Technology,(45 - 80) JD,A,2,No,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:35,F,HU,Literature,(10 - 40) JD,A,1,No,Yes,No,No,No,Yes,Yes,No
11/8/2023 14:35,F,HU,Business,(10 - 40) JD,B,2,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:36,F,HU,Information Technology,(45 - 80) JD,B,4,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:36,M,TTU,Business,(10 - 40) JD,A,3,Yes,No,Yes,Yes,Yes,No,No,Yes
11/8/2023 14:37,F,HU,Science,(10 - 40) JD,B,2,No,No,No,No,No,No,No,No
11/8/2023 14:37,F,AAB,Business,(10 - 40) JD,A,1,No,Yes,Yes,No,No,No,No,No
11/8/2023 14:37,M,HU,Allied Medical Sciences,(10 - 40) JD,A,1,Yes,No,No,No,Yes,No,No,No
11/8/2023 14:38,F,BAUM,Allied Medical Sciences,(10 - 40) JD,B,4,No,No,Yes,Yes,Yes,No,No,Yes
11/8/2023 14:39,F,BAUM,Business,(10 - 40) JD,B,2,No,Yes,No,No,No,No,No,No
11/8/2023 14:40,M,PSUT,Engineering,(80+) JD,B,2,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:40,M,HU,Business,(10 - 40) JD,B,1,No,No,No,No,Yes,No,No,No
11/8/2023 14:40,F,HU,Pharmacy,(45 - 80) JD,A,1,No,Yes,Yes,No,No,No,No,No
11/8/2023 14:41,M,HU,Engineering,(10 - 40) JD,B,5,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:42,F,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 14:42,M,BAUM,Engineering,(10 - 40) JD,B,1,No,No,No,No,Yes,No,Yes,No
11/8/2023 14:43,F,HU,Literature,(10 - 40) JD,B,3,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 14:44,F,PSUT,Engineering,(80+) JD,A,3,Yes,No,No,Yes,No,Yes,No,No
11/8/2023 14:45,F,HU,Childhood,(10 - 40) JD,B,2,No,No,No,No,Yes,No,No,No
11/8/2023 14:45,M,HU,Business,(10 - 40) JD,C,1,No,Yes,No,No,Yes,No,No,No
11/8/2023 14:46,M,BAUM,Information Technology,(45 - 80) JD,C,3,Yes,Yes,No,Yes,Yes,Yes,Yes,No
11/8/2023 14:46,F,HU,Engineering,(10 - 40) JD,C,3,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 14:47,M,HU,Allied Medical Sciences,(10 - 40) JD,A,2,No,No,No,No,Yes,No,No,No
11/8/2023 14:47,F,HU,Allied Medical Sciences,(45 - 80) JD,C,2,Yes,Yes,Yes,No,No,Yes,No,No
11/8/2023 14:47,F,HU,Engineering,(10 - 40) JD,A,1,No,No,No,No,Yes,No,No,No
11/8/2023 14:49,F,HU,Childhood,(10 - 40) JD,B,3,Yes,Yes,No,No,Yes,Yes,No,No
11/8/2023 14:51,M,HU,Business,(10 - 40) JD,D,2,No,Yes,Yes,Yes,Yes,Yes,No,No
11/8/2023 14:51,F,HU,Educational Sciences,(10 - 40) JD,C,3,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 14:51,F,HU,Engineering,(10 - 40) JD,A,1,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 14:52,M,HU,Business,(10 - 40) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:52,M,HU,Science,(45 - 80) JD,D,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
11/8/2023 14:55,F,HU,Science,(10 - 40) JD,B,4,No,No,Yes,No,Yes,No,No,No
11/8/2023 14:55,F,HU,Educational Sciences,(10 - 40) JD,A,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 14:55,F,HU,Business,(10 - 40) JD,B,3,Yes,No,Yes,Yes,Yes,No,No,No
11/8/2023 14:56,M,HU,Information Technology,(45 - 80) JD,D,2,No,No,No,No,No,No,Yes,No
11/8/2023 14:57,F,HU,Business,(10 - 40) JD,D,3,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 14:59,M,HU,Information Technology,(45 - 80) JD,B,3,No,No,Yes,Yes,Yes,No,No,No
11/8/2023 14:59,F,HU,Natural Resources,(10 - 40) JD,C,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 14:59,F,BAUM,Medicine,(80+) JD,B,2,No,No,No,No,Yes,No,No,No
11/8/2023 15:00,F,HU,Business,(10 - 40) JD,C,3,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 15:00,F,HU,Natural Resources,(10 - 40) JD,A,1,No,Yes,Yes,No,Yes,No,Yes,No
11/8/2023 15:01,M,HU,Business,(10 - 40) JD,A,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 15:03,F,HU,Business,(10 - 40) JD,B,3,Yes,Yes,No,Yes,No,No,No,No
11/8/2023 15:03,M,HU,Engineering,(10 - 40) JD,B,1,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 15:04,M,HU,Information Technology,(45 - 80) JD,B,4,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 15:04,M,HU,Engineering,(10 - 40) JD,A,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes
11/8/2023 15:04,F,HU,Science,(10 - 40) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes
11/8/2023 15:05,F,HU,Business,(10 - 40) JD,C,3,No,Yes,No,Yes,No,No,No,Yes
11/8/2023 15:06,F,JUST,Information Technology,(10 - 40) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 15:07,M,JUST,Medicine,(80+) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 15:09,M,PSUT,Information Technology,(80+) JD,C,6,Yes,No,No,No,No,No,No,No
11/8/2023 15:10,F,HU,Allied Medical Sciences,(80+) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 15:11,F,HU,Nursing,(45 - 80) JD,B,2,Yes,Yes,No,Yes,No,No,Yes,Yes
11/8/2023 15:11,M,HU,Information Technology,(45 - 80) JD,A,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
11/8/2023 15:11,F,HU,Business,(10 - 40) JD,C,3,No,Yes,Yes,No,No,No,No,No
11/8/2023 15:11,F,HU,Literature,(45 - 80) JD,A,3,No,Yes,No,No,No,Yes,No,Yes
11/8/2023 15:12,F,HU,Childhood,(10 - 40) JD,A,2,No,No,No,No,No,No,No,Yes
11/8/2023 15:15,F,HU,Childhood,(10 - 40) JD,B,2,Yes,No,No,No,No,No,No,No
11/8/2023 15:15,F,HU,Allied Medical Sciences,(10 - 40) JD,C,1,No,Yes,No,Yes,No,No,No,No
11/8/2023 15:16,F,HU,Business,(10 - 40) JD,B,4,No,No,No,Yes,Yes,No,No,No
11/8/2023 15:16,F,HU,Natural Resources,(10 - 40) JD,C,2,Yes,Yes,No,No,No,No,No,No
11/8/2023 15:17,F,JU,Business,(10 - 40) JD,B,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes
11/8/2023 15:17,F,HU,Business,(10 - 40) JD,C,2,No,No,No,No,Yes,No,No,No
11/8/2023 15:18,F,HU,Business,(10 - 40) JD,A,3,No,Yes,No,Yes,Yes,No,No,No
11/8/2023 15:18,F,HU,Business,(10 - 40) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 15:19,F,HU,Information Technology,(45 - 80) JD,B,3,Yes,Yes,Yes,No,No,Yes,Yes,No
11/8/2023 15:19,M,HU,Information Technology,(45 - 80) JD,A,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 15:20,M,BAUM,Business,(10 - 40) JD,C,3,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 15:20,F,HU,Business,(10 - 40) JD,C,3,Yes,No,No,No,Yes,No,No,No
11/8/2023 15:20,F,HU,Science,(10 - 40) JD,A,1,No,Yes,No,No,No,No,No,No
11/8/2023 15:20,M,HU,Information Technology,(45 - 80) JD,B,3,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 15:20,F,BAUM,Business,(10 - 40) JD,A,4,No,Yes,No,No,Yes,No,No,No
11/8/2023 15:20,M,HU,Business,(10 - 40) JD,B,4,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 15:21,M,HU,Business,(10 - 40) JD,B,4,Yes,Yes,No,Yes,No,No,No,No
11/8/2023 15:21,F,HU,Business,(10 - 40) JD,A,3,Yes,No,No,No,Yes,Yes,No,No
11/8/2023 15:21,F,HU,Business,(45 - 80) JD,D,3,Yes,No,No,No,Yes,No,No,No
11/8/2023 15:21,F,HU,Literature,(10 - 40) JD,A,1,No,No,Yes,No,No,No,No,No
11/8/2023 15:21,F,HU,Educational Sciences,(10 - 40) JD,B,3,No,Yes,No,No,No,No,No,No
11/8/2023 15:21,F,JU,Engineering,(45 - 80) JD,C,2,Yes,Yes,Yes,Yes,No,No,No,No
11/8/2023 15:22,F,HU,Medicine,(80+) JD,B,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 15:23,M,HU,Medicine,(80+) JD,A,1,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 15:23,F,BAUM,Business,(10 - 40) JD,B,2,No,No,No,Yes,Yes,No,No,No
11/8/2023 15:23,M,JU,Medicine,(10 - 40) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 15:24,F,HU,Business,(10 - 40) JD,C,3,Yes,Yes,No,No,No,No,No,No
11/8/2023 15:24,M,HU,Business,(10 - 40) JD,B,4,Yes,Yes,No,Yes,Yes,No,No,Yes
11/8/2023 15:24,M,JUST,Information Technology,(10 - 40) JD,C,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 15:24,M,ZU,Information Technology,(10 - 40) JD,A,2,Yes,No,No,Yes,No,No,No,No
11/8/2023 15:25,F,HU,Nursing,(45 - 80) JD,B,1,No,No,No,No,No,No,No,No
11/8/2023 15:25,F,HU,Business,(10 - 40) JD,C,4,No,Yes,No,Yes,Yes,No,Yes,No
11/8/2023 15:25,M,JU,Engineering,(10 - 40) JD,B,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 15:26,M,HU,Engineering,(10 - 40) JD,C,3,Yes,Yes,Yes,Yes,No,No,Yes,No
11/8/2023 15:27,M,HU,Business,(45 - 80) JD,B,1,No,Yes,No,No,Yes,No,Yes,No
11/8/2023 15:27,F,HU,Business,(10 - 40) JD,B,4,No,No,No,Yes,No,No,No,No
11/8/2023 15:27,M,HU,Literature,(10 - 40) JD,C,1,Yes,No,No,No,Yes,No,No,No
11/8/2023 15:29,F,JU,Allied Medical Sciences,(80+) JD,B,2,No,No,No,No,Yes,No,No,No
11/8/2023 15:29,F,HU,Business,(10 - 40) JD,A,4,No,Yes,Yes,No,No,No,No,No
11/8/2023 15:30,M,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,Yes,No,Yes,No,No
11/8/2023 15:30,M,HU,Science,(10 - 40) JD,C,2,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 15:30,F,HU,Business,(10 - 40) JD,A,4,No,Yes,Yes,No,Yes,No,No,Yes
11/8/2023 15:30,F,HU,Educational Sciences,(10 - 40) JD,C,3,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 15:31,F,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,No,Yes,No,Yes,No
11/8/2023 15:31,M,JU,Engineering,(45 - 80) JD,B,3,Yes,Yes,No,No,Yes,Yes,Yes,No
11/8/2023 15:32,F,HU,Business,(10 - 40) JD,C,4,Yes,No,No,No,No,Yes,No,No
11/8/2023 15:32,M,HU,Business,(10 - 40) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 15:33,M,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 15:33,F,BAUM,Business,(45 - 80) JD,B,3,No,No,No,No,No,No,No,No
11/8/2023 15:33,F,HU,Natural Resources,(10 - 40) JD,B,2,Yes,No,No,Yes,Yes,No,Yes,No
11/8/2023 15:34,F,HU,Pharmacy,(45 - 80) JD,A,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 15:34,F,JUST,Information Technology,(10 - 40) JD,B,1,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 15:34,F,HU,Educational Sciences,(10 - 40) JD,B,3,No,No,No,Yes,Yes,No,No,No
11/8/2023 15:34,F,HU,Engineering,(10 - 40) JD,A,4,Yes,Yes,Yes,Yes,No,Yes,No,No
11/8/2023 15:35,M,HU,Nursing,(10 - 40) JD,B,3,Yes,Yes,Yes,Yes,No,Yes,No,No
11/8/2023 15:35,M,PSUT,Information Technology,(80+) JD,C,5,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 15:37,M,HU,Business,(10 - 40) JD,B,3,Yes,No,No,Yes,No,Yes,No,No
11/8/2023 15:37,M,BAUM,Business,(45 - 80) JD,B,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
11/8/2023 15:38,M,HU,Business,(10 - 40) JD,B,4,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 15:39,F,BAUM,Business,(10 - 40) JD,B,2,Yes,Yes,Yes,No,Yes,No,Yes,No
11/8/2023 15:40,F,ZUJ,Science,(45 - 80) JD,D,2,No,Yes,No,No,Yes,No,No,Yes
11/8/2023 15:40,F,HU,Science,(45 - 80) JD,B,2,Yes,Yes,No,Yes,No,No,Yes,No
11/8/2023 15:41,M,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,No,Yes,Yes,Yes,Yes,No
11/8/2023 15:41,F,HU,Business,(10 - 40) JD,A,1,No,No,No,No,Yes,No,No,No
11/8/2023 15:42,F,BAUM,Business,(10 - 40) JD,B,2,No,Yes,No,No,No,No,No,Yes
11/8/2023 15:43,F,HU,Business,(10 - 40) JD,B,3,Yes,No,No,No,No,No,No,No
11/8/2023 15:45,F,HU,Business,(10 - 40) JD,B,2,No,No,No,No,Yes,No,No,No
11/8/2023 15:46,M,HU,Business,(10 - 40) JD,D,3,Yes,No,No,No,Yes,No,No,Yes
11/8/2023 15:46,M,HU,Business,(45 - 80) JD,C,4,No,No,No,No,Yes,No,No,No
11/8/2023 15:46,F,HU,Business,(10 - 40) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 15:48,M,AAB,Business,(10 - 40) JD,B,3,Yes,No,No,No,Yes,No,No,No
11/8/2023 15:48,F,HU,Business,(10 - 40) JD,C,3,No,Yes,No,No,No,No,No,No
11/8/2023 15:50,F,HU,Allied Medical Sciences,(10 - 40) JD,C,2,Yes,Yes,Yes,No,Yes,No,No,No
11/8/2023 15:50,F,HU,Business,(10 - 40) JD,C,4,Yes,Yes,No,No,No,No,No,No
11/8/2023 15:50,M,HU,Engineering,(10 - 40) JD,B,3,No,Yes,Yes,No,No,No,Yes,No
